instnm,unitid,year,private,aca,benstaff,carnegie,cf,city,core,crash,d1987,d1989,d1991,d1999,d2002,d2005,d2008,d2010,d2011,donor,fteex,ftef,ftenap,ftenap2,ftenpro,ftepro,ftestu,ftgrad,ftug,fwest,ga,glakes,hosp,invest,medical,neweng,oh,other,prof,ptf,ptnap,ptnap2,ptnpro,ptpro,ptstu,rev,rural,staffsal,staffsize,stem,tc,tt,ttnap,ttnap2
Brown University,217156,2002,1,31.939,18.655,1,5.897,1,29.302,0,0,0,0,0,1,0,0,0,0,15.175,8.59,13.626,25.297,639.941,24.995,16.707,7.614,1.724,5.711,0,1.89,0,0.0,7.746,1,1,30.874,15.441,0,2.364,3.704,13.719,9.05,2.929,0.179,59.918,0,46.305,4.855,0,62.813,6.948,0.275,0.202
Brown University,217156,2005,1,33.406,20.908,1,2.301,1,31.525,0,0,0,0,0,0,1,0,0,0,25.016,7.849,9.841,16.795,282.079,17.312,8.946,8.041,1.968,5.931,0,1.683,0,0.0,35.311,1,1,38.924,16.333,0,0.488,3.146,9.9,8.631,2.388,0.142,72.874,0,83.149,3.345,0,72.33,7.051,0.42,0.2
Brown University,217156,2008,1,33.38,20.614,1,2.434,1,33.671,1,0,0,0,0,0,0,1,0,0,26.173,8.994,13.306,18.755,351.736,16.938,9.76,8.094,2.082,5.851,0,2.312,0,0.0,63.82,1,1,41.524,16.204,0,3.299,0.927,0.859,2.471,0.655,0.161,76.048,0,70.092,2.968,0,74.904,7.574,0.425,0.18
Brown University,217156,2010,1,40.461,21.21,1,5.529,1,33.497,1,0,0,0,0,0,0,0,1,0,21.021,8.488,13.45,17.529,307.272,14.912,9.042,8.483,2.249,6.092,0,1.63,0,0.0,-84.377,1,1,36.202,14.527,0,0.731,1.068,1.14,1.931,0.868,0.142,69.045,0,76.487,2.822,0,76.664,7.191,0.437,0.191
Brown University,217156,2011,1,40.045,20.248,1,5.382,1,34.731,1,0,0,0,0,0,0,0,0,1,14.198,8.566,13.043,18.402,338.629,14.407,9.835,8.51,2.232,6.114,0,1.594,0,0.0,45.996,1,1,34.453,19.983,0,0.658,1.128,1.273,1.434,0.881,0.164,68.912,0,73.319,2.83,0,74.498,7.004,0.405,0.164
Vanderbilt University,221999,1987,1,32.085,12.355,1,1.241,1,22.563,0,1,0,0,0,0,0,0,0,0,4.433,2.788,8.569,7.941,63.061,13.624,5.153,8.379,1.924,5.078,0,0.417,0,33.785,5.329,1,0,63.267,23.177,0,1.193,0.362,0.131,0.926,0.319,1.377,83.956,0,95.419,6.734,0,95.353,6.135,0.809,0.655
Vanderbilt University,221999,1989,1,37.915,12.882,1,11.101,1,24.628,0,0,1,0,0,0,0,0,0,0,5.016,4.338,18.371,25.371,643.681,54.555,21.033,8.567,2.146,5.094,0,0.0,0,36.809,4.077,1,0,80.901,25.951,0,0.978,1.687,2.847,2.974,1.679,1.327,92.405,0,31.22,17.424,0,118.816,6.292,0.248,0.071
Vanderbilt University,221999,1991,1,37.455,5.897,1,10.681,1,25.335,0,0,0,1,0,0,0,0,0,0,5.59,4.404,17.674,26.917,724.52,58.366,22.513,9.129,3.466,5.411,0,0.0,0,43.015,4.68,1,0,75.68,30.695,0,0.969,2.006,4.025,3.593,1.995,0.252,104.634,0,27.824,18.367,0,113.135,6.025,0.224,0.058
Vanderbilt University,221999,1999,1,41.826,12.517,1,13.961,1,42.626,0,0,0,0,1,0,0,0,0,0,13.188,5.712,20.579,45.356,2057.156,70.108,39.644,9.734,2.707,5.722,0,0.0,0,59.063,35.076,1,0,112.167,39.275,0,1.193,3.082,9.497,5.695,9.308,1.305,154.152,0,54.616,19.215,0,153.993,5.424,0.12,0.016
Vanderbilt University,221999,2002,1,67.186,13.502,1,14.861,1,26.096,0,0,0,0,0,1,0,0,0,0,11.344,7.435,23.59,60.969,3717.212,79.888,53.534,10.423,4.15,6.084,0,0.0,0,97.004,-10.492,1,0,111.079,23.65,0,3.166,9.201,84.649,14.113,9.181,0.189,158.094,0,53.357,17.945,0,178.265,7.685,0.126,0.027
Vanderbilt University,221999,2005,1,79.512,14.454,1,13.316,1,25.266,0,0,0,0,0,0,1,0,0,0,17.177,9.329,24.871,57.306,3283.988,74.12,47.977,11.122,4.6,6.293,0,0.585,0,121.14,39.591,1,0,140.092,35.06,0,0.991,4.271,18.239,4.001,4.226,0.229,198.643,0,78.364,13.087,0,219.604,10.564,0.184,0.036
Vanderbilt University,221999,2008,1,91.879,15.377,1,16.139,1,24.334,1,0,0,0,0,0,0,1,0,0,12.443,10.966,27.569,67.292,4528.231,78.938,56.326,11.618,4.735,6.572,0,0.0,0,154.289,64.34,1,0,152.285,34.718,0,1.016,1.222,1.494,1.214,1.205,0.311,225.784,0,66.783,12.335,0,244.164,10.415,0.158,0.025
Vanderbilt University,221999,2010,1,101.052,16.968,1,16.75,1,26.639,1,0,0,0,0,0,0,0,1,0,18.019,10.904,28.015,71.345,5090.168,81.102,60.441,12.197,5.045,6.831,0,2.208,0,169.619,-53.083,1,0,163.045,38.138,0,1.082,1.111,1.235,1.119,1.1,0.321,252.414,0,70.133,12.98,0,264.098,10.183,0.145,0.021
Vanderbilt University,221999,2011,1,104.284,16.107,1,18.983,1,27.103,1,0,0,0,0,0,0,0,0,1,12.613,12.351,30.047,75.908,5762.089,84.178,63.557,12.274,5.179,6.747,0,2.283,0,189.92,36.441,1,0,166.532,45.566,0,1.067,1.092,1.192,1.084,1.075,0.348,275.202,0,68.508,11.961,0,270.816,9.997,0.134,0.018
Baylor University,223232,1987,1,6.492,15.008,0,1.383,1,10.678,0,1,0,0,0,0,0,0,0,0,1.733,0.624,5.238,2.476,6.13,4.34,1.852,11.065,0.557,9.74,0,1.178,0,0.0,2.177,0,0,10.532,2.396,0,0.113,0.054,0.003,0.101,0.054,0.768,14.808,0,51.168,9.93,0,17.024,3.742,1.545,2.386
Baylor University,223232,1989,1,7.205,14.837,0,1.445,1,10.03,0,0,1,0,0,0,0,0,0,0,1.353,0.607,5.512,2.467,6.088,4.492,1.861,11.21,0.524,9.897,0,0.0,0,0.0,1.857,0,0,10.628,2.023,0,0.141,0.068,0.005,0.112,0.068,0.789,13.406,0,54.2,10.473,0,17.833,3.925,1.591,2.675
Baylor University,223232,1991,1,7.293,15.132,0,1.427,1,10.636,0,0,0,1,0,0,0,0,0,0,1.38,0.627,5.555,2.211,4.888,5.18,1.584,11.214,1.114,9.725,0,0.138,0,0.0,1.832,0,0,9.895,2.274,0,0.0,0.053,0.003,0.124,0.05,0.375,14.291,0,52.214,10.784,0,17.188,4.129,1.867,3.66
Baylor University,223232,1999,1,9.031,18.025,0,1.163,1,13.146,0,0,0,0,1,0,0,0,0,0,3.004,1.173,5.569,3.55,12.605,3.874,2.377,12.814,0.916,11.034,0,1.409,0,0.0,8.522,0,0,9.484,1.918,0,0.294,0.046,0.002,0.198,0.133,0.864,18.067,0,65.807,5.328,0,18.515,4.113,1.158,1.378
Baylor University,223232,2002,1,10.368,18.31,0,1.307,1,14.883,0,0,0,0,0,1,0,0,0,0,4.287,1.278,6.186,4.737,22.438,4.01,3.459,13.617,1.751,11.499,0,0.0,0,0.0,-1.497,0,0,11.151,1.963,0,0.808,0.11,0.012,0.367,0.103,0.367,21.133,0,62.152,5.845,0,21.519,4.612,0.974,1.118
Baylor University,223232,2005,1,10.759,21.167,0,1.852,1,17.593,0,0,0,0,0,0,1,0,0,0,2.8,1.633,6.459,5.367,28.81,3.787,3.734,13.55,1.796,11.465,0,2.014,0,0.0,13.318,0,0,14.181,1.787,0,0.378,0.14,0.02,0.45,0.133,0.289,22.18,0,89.762,4.604,0,24.939,4.229,0.788,0.632
Baylor University,223232,2008,1,10.53,20.273,0,1.984,1,17.987,1,0,0,0,0,0,0,1,0,0,3.348,2.019,6.306,6.066,36.791,3.7,4.046,14.162,2.024,11.847,0,2.109,0,0.0,13.133,0,0,16.173,3.472,0,0.0,0.056,0.003,0.12,0.049,0.291,24.808,0,63.521,3.836,0,26.703,4.321,0.719,0.517
Baylor University,223232,2010,1,14.194,23.547,0,1.485,1,19.429,1,0,0,0,0,0,0,0,1,0,2.988,2.399,6.476,6.427,41.312,3.602,4.028,14.547,2.106,12.219,0,2.189,0,0.0,-11.657,0,0,14.432,4.015,0,0.488,0.041,0.002,0.094,0.034,0.222,26.432,0,68.985,3.181,0,28.626,4.503,0.705,0.497
Baylor University,223232,2011,1,14.338,23.892,0,1.669,1,20.018,1,0,0,0,0,0,0,0,0,1,2.579,2.684,6.568,6.677,44.584,3.475,3.993,14.677,2.106,12.35,0,2.176,0,0.0,10.768,0,0,14.773,5.046,0,0.463,0.048,0.002,0.095,0.041,0.221,27.643,0,68.868,2.782,0,29.112,4.436,0.669,0.448
Rice University,227757,1987,1,23.766,13.733,1,0.0,1,15.188,0,1,0,0,0,0,0,0,0,0,5.611,2.778,8.717,7.914,62.628,13.525,5.135,3.899,1.173,2.613,0,0.415,0,0.0,18.852,0,0,25.768,7.567,0,1.227,0.347,0.12,0.906,0.313,0.113,28.365,0,71.112,6.716,0,49.534,9.414,1.244,1.548
Rice University,227757,1989,1,26.505,11.867,1,1.094,1,13.737,0,0,1,0,0,0,0,0,0,0,4.199,1.677,10.931,8.326,69.328,16.605,6.649,4.114,1.251,2.799,0,0.0,0,0.0,18.992,0,0,29.786,6.681,0,0.746,0.281,0.079,0.489,0.281,0.064,24.616,0,63.216,13.865,0,56.291,9.091,1.092,1.277
Rice University,227757,1991,1,29.431,13.999,1,0.594,1,15.996,0,0,0,1,0,0,0,0,0,0,4.732,1.664,10.28,9.365,87.707,17.257,7.701,4.206,1.337,2.8,0,0.738,0,0.0,20.094,0,0,28.708,9.003,0,0.008,0.306,0.094,0.541,0.306,0.069,29.73,0,61.813,14.995,0,58.139,9.677,1.033,1.141
Rice University,227757,1999,1,42.737,18.475,1,1.288,1,16.785,0,0,0,0,1,0,0,0,0,0,16.213,2.083,12.53,16.16,261.159,17.989,14.078,4.192,1.438,2.702,0,0.0,0,0.0,167.032,0,0,25.086,14.405,0,0.96,0.488,0.238,0.504,1.312,0.052,47.402,0,78.245,15.397,0,67.824,10.281,0.636,0.43
Rice University,227757,2002,1,39.129,20.014,1,0.37,1,18.996,0,0,0,0,0,1,0,0,0,0,16.064,2.462,12.337,18.214,331.733,18.126,15.752,4.59,1.815,2.748,0,0.0,0,0.0,-14.927,0,0,35.602,13.57,0,2.527,1.678,2.814,1.416,1.547,0.027,48.63,0,80.863,13.761,0,74.731,11.133,0.611,0.446
Rice University,227757,2005,1,40.011,21.775,1,2.052,1,20.978,0,0,0,0,0,0,1,0,0,0,13.163,2.005,12.033,14.285,204.069,15.672,12.28,5.02,1.916,3.057,0,0.0,0,0.0,116.459,0,0,37.518,15.833,0,0.519,1.096,1.2,1.374,0.996,0.047,49.974,0,105.177,13.942,0,77.528,9.462,0.662,0.462
Rice University,227757,2008,1,40.818,21.948,1,2.256,1,19.863,1,0,0,0,0,0,0,1,0,0,19.649,2.313,15.659,16.398,268.898,16.152,14.085,5.275,2.139,3.067,0,0.0,0,0.0,170.58,0,0,39.596,17.678,0,4.038,0.322,0.104,0.36,0.265,0.069,57.19,0,84.145,13.074,0,80.414,9.365,0.583,0.339
Rice University,227757,2010,1,52.469,23.301,1,6.343,1,21.691,1,0,0,0,0,0,0,0,1,0,15.56,2.885,16.788,14.147,200.129,14.807,11.262,5.754,2.2,3.475,0,0.0,0,0.0,-156.191,0,0,33.036,16.031,0,1.269,0.376,0.142,0.318,0.313,0.079,53.283,0,91.182,9.036,0,85.505,9.176,0.666,0.444
Rice University,227757,2011,1,51.661,22.19,1,6.51,1,23.119,1,0,0,0,0,0,0,0,0,1,17.416,4.751,15.699,15.979,255.327,14.368,11.228,6.083,2.29,3.705,0,0.0,0,0.0,135.121,0,0,30.998,19.092,0,0.723,0.312,0.098,0.279,0.263,0.088,59.627,0,85.62,5.388,0,82.659,8.466,0.54,0.292
Southern Methodist University,228246,1987,1,11.898,10.059,0,1.575,1,21.265,0,1,0,0,0,0,0,0,0,0,1.943,2.769,8.565,7.89,62.245,13.541,5.12,7.365,0.65,5.048,0,0.417,0,0.0,2.939,0,0,22.208,3.439,0,1.192,0.354,0.125,0.927,0.314,1.667,26.647,0,47.376,6.738,0,34.106,5.798,0.769,0.592
Southern Methodist University,228246,1989,1,12.066,11.479,0,1.13,1,18.808,0,0,1,0,0,0,0,0,0,0,2.533,1.752,6.425,8.014,64.227,9.963,6.262,7.61,0.654,5.187,0,0.004,0,0.0,2.733,0,0,21.255,3.669,0,0.065,0.104,0.011,0.082,0.087,1.769,25.01,0,52.996,9.262,0,33.321,5.23,0.653,0.437
Southern Methodist University,228246,1991,1,11.723,12.743,0,0.936,1,20.225,0,0,0,1,0,0,0,0,0,0,1.874,1.855,6.737,8.828,77.928,8.471,6.973,7.475,1.533,5.132,0,0.0,0,0.0,3.351,0,0,19.106,5.425,0,0.062,0.132,0.018,0.084,0.11,0.81,27.524,0,53.66,8.327,0,30.83,5.739,0.65,0.436
Southern Methodist University,228246,1999,1,14.551,15.469,0,1.238,1,19.459,0,0,0,0,1,0,0,0,0,0,13.339,2.34,6.981,12.048,145.158,4.163,9.708,8.318,0.85,5.208,0,0.734,0,0.0,20.221,0,0,20.22,3.959,0,0.706,0.159,0.025,0.087,0.421,2.26,36.757,0,67.797,5.928,0,34.772,5.037,0.418,0.179
Southern Methodist University,228246,2002,1,14.272,17.706,0,1.416,1,21.203,0,0,0,0,0,1,0,0,0,0,7.245,2.375,6.977,11.754,138.15,3.823,9.379,9.18,2.208,5.82,0,0.697,0,0.0,8.139,0,0,18.725,4.534,0,2.625,0.414,0.171,0.283,0.349,1.152,32.982,0,70.281,5.56,0,32.997,4.695,0.399,0.169
Southern Methodist University,228246,2005,1,13.961,19.012,0,1.664,1,22.628,0,0,0,0,0,0,1,0,0,0,5.616,2.38,7.986,10.28,105.681,4.931,7.9,9.314,1.999,6.126,0,1.176,0,0.0,14.717,0,0,21.808,5.086,0,1.169,0.408,0.166,0.172,0.354,1.189,33.33,0,86.959,5.392,0,35.77,5.153,0.501,0.258
Southern Methodist University,228246,2008,1,14.24,18.436,0,2.131,1,23.641,1,0,0,0,0,0,0,1,0,0,7.756,3.169,8.49,11.324,128.229,5.84,8.155,9.246,2.203,5.92,0,1.114,0,0.0,18.102,0,0,25.474,5.211,0,0.952,0.087,0.007,0.043,0.065,1.123,36.608,0,72.569,4.416,0,39.714,5.408,0.481,0.232
Southern Methodist University,228246,2010,1,17.657,21.688,0,1.806,1,26.403,1,0,0,0,0,0,0,0,1,0,11.296,3.441,8.602,11.742,137.873,5.731,8.301,9.3,2.344,5.939,0,1.185,0,0.0,-17.109,0,0,24.189,4.814,0,1.333,0.111,0.012,0.057,0.082,1.017,42.513,0,78.501,4.078,0,41.846,5.462,0.47,0.221
Southern Methodist University,228246,2011,1,18.089,22.761,0,2.218,1,26.862,1,0,0,0,0,0,0,0,0,1,6.67,3.52,9.098,11.636,135.399,4.682,8.116,9.376,2.404,5.974,0,1.158,0,0.0,13.328,0,0,29.096,6.048,0,1.429,0.107,0.011,0.043,0.085,0.998,39.58,0,80.205,3.636,0,47.185,5.45,0.473,0.223
Brigham Young University,230038,1991,1,6.407,14.704,0,0.043,1,10.749,0,0,0,1,0,0,0,0,0,0,0.565,0.469,4.836,2.887,8.332,4.611,2.417,30.035,1.792,26.98,0,1.448,0,0.0,0.75,0,0,6.928,1.539,0,0.371,0.01,0.0,0.066,0.01,1.263,12.853,0,41.893,14.97,1,13.335,4.422,1.532,2.362
Brigham Young University,230038,1999,1,10.785,19.679,0,0.477,1,12.196,0,0,0,0,1,0,0,0,0,0,3.155,0.378,5.018,4.157,17.278,4.399,3.779,29.989,1.286,26.478,0,0.986,0,0.0,1.0,0,0,14.082,11.203,0,0.276,0.595,0.354,0.118,1.801,2.225,26.554,0,86.263,21.64,1,24.867,4.265,1.026,1.434
Brigham Young University,230038,2002,1,13.337,18.936,0,0.531,1,12.587,0,0,0,0,0,1,0,0,0,0,4.316,0.346,5.141,4.554,20.743,5.126,4.208,29.729,1.896,26.118,0,0.013,0,0.0,1.342,0,0,14.576,11.066,0,0.024,0.562,0.316,0.723,0.528,1.715,27.969,0,84.349,26.942,1,27.912,4.601,1.01,1.468
Brigham Young University,230038,2005,1,13.079,24.378,0,0.666,1,13.61,0,0,0,0,0,0,1,0,0,0,1.617,0.745,5.644,5.133,26.353,4.315,4.389,31.223,1.94,27.46,0,1.228,0,0.0,6.166,0,0,15.497,13.464,0,0.517,0.484,0.234,0.935,0.41,1.823,28.691,0,119.789,11.684,1,28.576,4.461,0.869,0.805
Brigham Young University,230038,2008,1,11.881,21.122,0,0.702,1,12.982,1,0,0,0,0,0,0,1,0,0,2.933,0.848,5.036,5.52,30.465,4.786,4.672,31.615,1.951,27.986,0,1.115,0,0.0,4.704,0,0,15.087,13.414,0,0.0,0.313,0.098,0.946,0.282,1.678,29.328,0,82.017,11.157,1,26.968,4.333,0.832,0.693
Brigham Young University-Provo,230038,2010,1,14.102,31.563,0,0.0,1,10.927,1,0,0,0,0,0,0,0,1,0,2.213,0.889,4.527,5.406,29.227,4.101,4.517,31.501,2.158,27.852,0,0.871,0,0.0,-11.475,0,0,12.317,11.001,0,0.514,0.261,0.068,0.637,0.255,1.491,24.141,0,94.011,9.696,1,26.419,4.276,0.831,0.691
Brigham Young University-Provo,230038,2011,1,13.971,30.335,0,0.0,1,10.82,1,0,0,0,0,0,0,0,0,1,2.107,0.831,4.536,5.509,30.349,3.998,4.678,31.639,2.065,28.005,0,1.571,0,0.0,4.891,0,0,11.615,14.879,0,0.54,0.265,0.07,0.544,0.262,1.569,27.807,0,92.55,10.437,1,25.586,4.267,0.814,0.662
Stanford University,243744,1987,1,68.133,18.637,1,4.997,1,33.153,0,1,0,0,0,0,0,0,0,0,12.049,1.878,11.869,8.079,65.276,37.194,6.201,12.707,4.479,6.575,1,9.871,0,32.066,7.117,1,0,96.223,49.082,0,0.379,0.044,0.002,1.205,0.039,1.653,126.35,0,67.863,23.104,0,164.357,6.493,0.808,0.653
Stanford University,243744,1989,1,72.413,19.214,1,4.735,1,34.833,0,0,1,0,0,0,0,0,0,0,15.769,2.93,11.318,9.427,88.867,37.661,6.497,13.072,4.674,6.506,1,6.852,0,31.933,7.996,1,0,102.268,56.949,0,0.371,0.048,0.002,0.757,0.04,1.892,139.484,0,71.858,15.072,0,174.682,6.212,0.659,0.439
Stanford University,243744,1991,1,63.187,19.274,1,4.397,1,37.833,0,0,0,1,0,0,0,0,0,0,17.127,1.741,11.025,8.062,65.002,36.685,6.321,13.42,5.788,6.527,1,6.674,0,34.683,8.685,1,0,93.716,62.067,0,0.361,0.044,0.002,0.738,0.039,1.105,151.709,0,66.241,24.699,0,156.902,6.267,0.777,0.611
Stanford University,243744,1999,1,84.883,19.819,1,4.82,1,34.307,0,0,0,0,1,0,0,0,0,0,34.935,3.003,10.881,20.864,435.298,22.308,17.861,14.751,5.337,6.408,1,0.255,0,0.0,17.447,1,0,56.252,67.544,0,0.0,0.255,0.065,0.235,0.773,3.006,136.785,0,79.192,13.375,0,141.136,6.061,0.29,0.086
Stanford University,243744,2002,1,99.842,42.614,1,2.92,1,29.071,0,0,0,0,0,1,0,0,0,0,44.627,2.462,10.699,27.126,735.84,23.7,24.665,14.827,6.089,6.547,1,0.0,0,13.094,-42.017,1,0,71.929,66.536,0,1.437,1.12,1.253,1.963,1.032,2.191,153.328,0,122.461,19.647,0,171.771,7.304,0.269,0.085
Stanford University,243744,2005,1,97.309,41.384,1,3.204,1,27.992,0,0,0,0,0,0,1,0,0,0,39.53,2.644,11.233,25.253,637.705,20.695,22.609,15.326,6.478,6.515,1,6.591,0,16.828,124.686,1,0,83.853,73.525,0,0.069,2.218,4.922,2.643,2.036,2.333,157.875,0,165.976,16.377,0,181.162,7.96,0.315,0.105
Stanford University,243744,2008,1,103.882,59.454,1,8.405,1,30.396,1,0,0,0,0,0,0,1,0,0,25.908,3.674,23.241,29.793,887.626,22.305,26.119,15.705,7.864,6.502,1,6.342,0,22.357,43.286,1,0,98.337,70.529,0,6.781,0.987,0.974,1.051,0.853,1.339,149.191,0,106.685,13.18,0,202.22,8.055,0.28,0.078
Stanford University,243744,2010,1,118.521,64.351,1,11.574,1,31.817,1,0,0,0,0,0,0,0,1,0,26.603,3.453,22.989,28.208,795.666,19.411,24.754,16.882,8.352,6.889,1,6.095,0,26.365,64.564,1,0,73.92,65.216,0,3.868,0.937,0.878,0.927,0.807,1.641,150.0,0,111.833,12.789,0,192.441,7.546,0.277,0.077
Stanford University,243744,2011,1,120.947,66.87,1,11.592,1,32.749,1,0,0,0,0,0,0,0,0,1,26.122,3.31,22.932,27.261,743.163,17.76,23.951,17.072,8.438,6.856,1,6.029,0,27.68,192.671,1,0,75.804,73.431,0,3.901,0.914,0.835,0.849,0.767,1.778,159.983,0,118.003,12.604,0,196.751,7.439,0.282,0.08
